DATAFLOW,LAST UPDATE,freq,unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Germany,2017,3.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Germany,2018,2.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Germany,2019,2.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Germany,2020,3.4,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Germany,2021,3.2,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Germany,2022,2.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Germany,2023,2.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Germany,2024,3.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Denmark,2013,7.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Denmark,2014,7.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Denmark,2015,6.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Denmark,2016,6.4,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Denmark,2017,6.1,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Denmark,2018,5.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Denmark,2019,5.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Denmark,2020,6.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Denmark,2021,5.2,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Denmark,2022,4.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Denmark,2023,5.3,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Denmark,2024,6.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Euro area – 21 countries (from 2026),2013,12.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Euro area – 21 countries (from 2026),2014,11.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Euro area – 21 countries (from 2026),2015,11.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Euro area – 21 countries (from 2026),2016,10.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Euro area – 21 countries (from 2026),2017,9.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Euro area – 21 countries (from 2026),2018,8.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Euro area – 21 countries (from 2026),2019,7.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Euro area – 21 countries (from 2026),2020,8.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Euro area – 21 countries (from 2026),2021,8.1,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Euro area – 21 countries (from 2026),2022,7.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Euro area – 21 countries (from 2026),2023,6.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Euro area – 21 countries (from 2026),2024,6.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Estonia,2013,8.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Estonia,2014,6.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Estonia,2015,6.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Estonia,2016,6.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Estonia,2017,5.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Estonia,2018,5.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Estonia,2019,4.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Estonia,2020,6.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Estonia,2021,5.6,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Estonia,2022,5.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Estonia,2023,6.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Estonia,2024,7.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Greece,2013,31.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Greece,2014,30.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Greece,2015,28.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Greece,2016,28.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Greece,2017,26.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Greece,2018,24.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Greece,2019,21.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Greece,2020,19.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Greece,2021,18.9,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Greece,2022,16.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Greece,2023,14.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Greece,2024,12.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Spain,2013,26.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Spain,2014,25.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Spain,2015,23.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Spain,2016,21.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Spain,2017,19.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Spain,2018,17.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Spain,2019,16.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Spain,2020,17.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Spain,2021,16.8,bd,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Spain,2022,14.9,d,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Spain,2023,13.9,d,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Spain,2024,12.7,d,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,European Union - 27 countries (from 2020),2013,11.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,European Union - 27 countries (from 2020),2014,11.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,European Union - 27 countries (from 2020),2015,10.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,European Union - 27 countries (from 2020),2016,9.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,European Union - 27 countries (from 2020),2017,8.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,European Union - 27 countries (from 2020),2018,7.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,European Union - 27 countries (from 2020),2019,7.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,European Union - 27 countries (from 2020),2020,7.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,European Union - 27 countries (from 2020),2021,7.4,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,European Union - 27 countries (from 2020),2022,6.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,European Union - 27 countries (from 2020),2023,6.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,European Union - 27 countries (from 2020),2024,6.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Finland,2013,7.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Finland,2014,8.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Finland,2015,8.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Finland,2016,8.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Finland,2017,8.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Finland,2018,7.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Finland,2019,6.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Finland,2020,7.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Finland,2021,7.1,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Finland,2022,6.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Finland,2023,6.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Finland,2024,7.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,France,2013,9.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,France,2014,10.0,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,France,2015,9.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,France,2016,9.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,France,2017,9.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,France,2018,9.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,France,2019,8.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,France,2020,8.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,France,2021,7.8,bd,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,France,2022,7.1,d,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,France,2023,7.2,d,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,France,2024,7.2,d,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Croatia,2013,16.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Croatia,2014,18.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Croatia,2015,17.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Croatia,2016,13.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Croatia,2017,11.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Croatia,2018,9.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Croatia,2019,7.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Croatia,2020,7.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Croatia,2021,8.0,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Croatia,2022,7.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Croatia,2023,6.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Croatia,2024,5.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Hungary,2013,10.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Hungary,2014,7.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Hungary,2015,7.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Hungary,2016,5.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Hungary,2017,4.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Hungary,2018,3.9,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Hungary,2019,3.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Hungary,2020,4.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Hungary,2021,4.2,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Hungary,2022,3.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Hungary,2023,4.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Hungary,2024,4.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Ireland,2013,12.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Ireland,2014,10.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Ireland,2015,8.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Ireland,2016,7.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Ireland,2017,6.3,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Ireland,2018,5.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Ireland,2019,4.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Ireland,2020,5.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Ireland,2021,6.1,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Ireland,2022,4.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Ireland,2023,4.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Ireland,2024,4.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Iceland,2013,5.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Iceland,2014,4.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Iceland,2015,4.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Iceland,2016,3.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Iceland,2017,2.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Iceland,2018,2.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Iceland,2019,3.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Iceland,2020,5.3,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Iceland,2021,6.4,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Iceland,2022,3.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Iceland,2023,3.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Iceland,2024,3.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Italy,2013,13.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Italy,2014,13.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Italy,2015,12.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Italy,2016,12.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Italy,2017,12.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Italy,2018,11.7,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Italy,2019,11.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Italy,2020,10.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Italy,2021,10.6,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Italy,2022,9.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Italy,2023,8.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Italy,2024,7.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Lithuania,2013,10.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Lithuania,2014,9.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Lithuania,2015,8.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Lithuania,2016,6.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Lithuania,2017,5.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Lithuania,2018,5.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Lithuania,2019,5.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Lithuania,2020,7.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Lithuania,2021,6.6,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Lithuania,2022,5.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Lithuania,2023,6.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Lithuania,2024,6.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Luxembourg,2013,6.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Luxembourg,2014,5.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Luxembourg,2015,7.4,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Luxembourg,2016,6.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Luxembourg,2017,5.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Luxembourg,2018,5.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Luxembourg,2019,5.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Luxembourg,2020,7.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Luxembourg,2021,5.6,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Luxembourg,2022,4.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Luxembourg,2023,5.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Luxembourg,2024,6.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Latvia,2013,11.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Latvia,2014,9.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Latvia,2015,8.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Latvia,2016,8.4,,
